Order ID,Order Date,Ship Date,Ship Mode,Customer Segment,Region,State,Category,Sub-Category,Quantity,Discount,Sales,Profit
ORD-12727,2024-04-21,2024-04-22,Standard Class,Consumer,South,Tamil Nadu,Electronics,Headphones,6,0.0,144272.55,4097.0
ORD-12728,2025-09-13,2025-09-20,First Class,Consumer,North,Delhi,Office Supplies,Pens,13,0.0,12884.57,2051.74
ORD-12729,2025-09-15,2025-09-16,Standard Class,Consumer,East,Odisha,Electronics,Cameras,4,0.1,52430.24,-1872.3
ORD-12730,2024-07-12,2024-07-14,Standard Class,Consumer,North,Delhi,Electronics,Smartphones,3,0.0,79137.2,13780.89
ORD-12731,2024-04-18,2024-04-21,Second Class,Home Office,West,Goa,Electronics,Laptops,10,0.15,168959.71,20685.56
ORD-12732,2024-08-25,2024-08-27,Second Class,Consumer,North,Punjab,Electronics,Tablets,10,0.2,114275.75,13777.51
ORD-12733,2024-10-31,2024-11-03,Standard Class,Consumer,South,Telangana,Electronics,Tablets,9,0.1,192001.12,33051.47
ORD-12734,2024-05-17,2024-05-18,Standard Class,Consumer,South,Tamil Nadu,Clothing,Footwear,1,0.1,2479.14,569.38
ORD-12735,2024-10-26,2024-11-02,Standard Class,Consumer,West,Maharashtra,Electronics,Cameras,9,0.1,284508.92,69255.47
ORD-12736,2025-05-01,2025-05-06,Standard Class,Home Office,South,Tamil Nadu,Office Supplies,Pens,10,0.0,2245.86,541.39
ORD-12737,2025-06-23,2025-06-28,Standard Class,Corporate,South,Kerala,Electronics,Tablets,8,0.0,266251.88,1146.71
ORD-12738,2025-12-28,2026-01-01,Second Class,Corporate,West,Goa,Office Supplies,Binders,2,0.15,494.56,95.25
ORD-12739,2025-11-17,2025-11-24,Standard Class,Home Office,South,Andhra Pradesh,Electronics,Laptops,3,0.05,102240.38,20880.92
ORD-12740,2025-09-07,2025-09-14,Second Class,Corporate,West,Gujarat,Electronics,Cameras,5,0.0,162332.29,-3603.08
ORD-12741,2025-12-23,2025-12-25,Standard Class,Corporate,South,Kerala,Office Supplies,Pens,10,0.0,583.08,94.49
ORD-12742,2025-10-20,2025-10-25,Second Class,Corporate,West,Gujarat,Electronics,Cameras,9,0.0,173026.7,15003.01
ORD-12743,2024-10-08,2024-10-09,Same Day,Consumer,South,Tamil Nadu,Furniture,Storage,3,0.0,16509.48,1934.47
ORD-12744,2025-04-12,2025-04-19,Standard Class,Consumer,South,Karnataka,Electronics,Smartphones,9,0.2,292314.27,49598.01
ORD-12745,2025-10-17,2025-10-24,Standard Class,Corporate,North,Punjab,Electronics,Smartphones,12,0.3,101296.0,8800.14
ORD-12746,2025-09-21,2025-09-28,Second Class,Consumer,South,Telangana,Office Supplies,Labels,11,0.05,9465.9,1081.65
ORD-12747,2025-11-02,2025-11-07,Same Day,Consumer,South,Kerala,Electronics,Tablets,2,0.1,17922.14,3347.84
ORD-12748,2024-05-21,2024-05-25,First Class,Corporate,South,Telangana,Electronics,Headphones,2,0.0,46834.95,4578.29
ORD-12749,2025-10-26,2025-10-27,Second Class,Consumer,North,Rajasthan,Clothing,Footwear,13,0.05,12504.79,2794.77
ORD-12750,2025-11-21,2025-11-22,Standard Class,Home Office,South,Kerala,Office Supplies,Binders,9,0.05,2194.62,618.5
ORD-12751,2024-11-30,2024-12-04,Standard Class,Home Office,North,Haryana,Office Supplies,Paper,11,0.0,1541.08,454.7
ORD-12752,2024-01-09,2024-01-12,Second Class,Home Office,South,Tamil Nadu,Electronics,Smartphones,13,0.3,303477.62,55780.92
ORD-12753,2024-11-21,2024-11-28,First Class,Corporate,West,Gujarat,Clothing,Women's Wear,12,0.0,31128.77,8315.53
ORD-12754,2024-05-21,2024-05-23,Standard Class,Corporate,South,Andhra Pradesh,Office Supplies,Binders,5,0.0,4530.77,1280.15
ORD-12755,2025-01-09,2025-01-12,Standard Class,Consumer,South,Kerala,Office Supplies,Envelopes,3,0.1,2006.74,479.91
ORD-12756,2025-03-02,2025-03-04,Standard Class,Consumer,West,Goa,Clothing,Accessories,3,0.0,4259.03,729.08
ORD-12757,2025-11-07,2025-11-09,Standard Class,Corporate,North,Rajasthan,Electronics,Tablets,5,0.2,50498.13,10478.47
ORD-12758,2024-08-06,2024-08-07,Standard Class,Consumer,North,Punjab,Clothing,Women's Wear,10,0.15,5068.3,445.62
ORD-12759,2025-07-29,2025-08-01,Standard Class,Corporate,West,Maharashtra,Office Supplies,Binders,6,0.05,5961.39,1836.64
ORD-12760,2025-01-16,2025-01-17,Standard Class,Consumer,West,Gujarat,Office Supplies,Binders,6,0.15,5546.25,596.36
ORD-12761,2024-09-03,2024-09-07,Second Class,Consumer,West,Gujarat,Furniture,Tables,2,0.0,5369.45,753.72
ORD-12762,2024-11-12,2024-11-14,Standard Class,Consumer,East,Jharkhand,Clothing,Accessories,9,0.1,7695.01,1765.24
ORD-12763,2025-12-21,2025-12-22,Standard Class,Consumer,South,Telangana,Electronics,Cameras,9,0.15,41722.89,8657.05
ORD-12764,2024-04-12,2024-04-18,Second Class,Consumer,North,Rajasthan,Electronics,Cameras,12,0.0,81227.75,20180.33
ORD-12765,2025-02-20,2025-02-23,Standard Class,Consumer,North,Punjab,Furniture,Bookcases,8,0.05,149185.52,12865.3
ORD-12766,2024-02-06,2024-02-10,Same Day,Consumer,South,Telangana,Furniture,Bookcases,6,0.2,22050.32,733.54
ORD-12767,2025-11-07,2025-11-11,First Class,Home Office,West,Goa,Electronics,Cameras,6,0.1,138054.5,12096.66
ORD-12768,2024-10-16,2024-10-20,First Class,Consumer,North,Uttar Pradesh,Clothing,Accessories,1,0.05,1192.85,152.77
ORD-12769,2025-01-09,2025-01-13,Standard Class,Consumer,East,Bihar,Furniture,Storage,14,0.05,185576.36,23551.81
ORD-12770,2025-03-05,2025-03-08,Second Class,Corporate,North,Punjab,Office Supplies,Envelopes,6,0.0,2507.88,484.52
ORD-12771,2024-11-12,2024-11-18,Same Day,Consumer,North,Haryana,Electronics,Smartphones,7,0.2,196980.45,48058.87
ORD-12772,2024-09-16,2024-09-19,Standard Class,Consumer,East,West Bengal,Office Supplies,Paper,5,0.3,1418.08,244.07
ORD-12773,2024-09-14,2024-09-20,First Class,Corporate,North,Rajasthan,Office Supplies,Envelopes,2,0.05,2008.37,210.03
ORD-12774,2024-05-12,2024-05-16,Standard Class,Consumer,East,West Bengal,Office Supplies,Labels,3,0.05,2206.08,516.8
ORD-12775,2024-04-12,2024-04-14,First Class,Corporate,South,Tamil Nadu,Electronics,Cameras,5,0.0,76656.81,8389.66
ORD-12776,2024-12-27,2025-01-02,Standard Class,Corporate,South,Kerala,Electronics,Cameras,7,0.0,155214.34,21082.09
ORD-12777,2024-08-12,2024-08-18,Standard Class,Consumer,South,Kerala,Clothing,Women's Wear,3,0.05,1037.43,282.28
ORD-12778,2025-11-18,2025-11-22,First Class,Corporate,West,Maharashtra,Furniture,Chairs,9,0.0,42613.11,7918.92
ORD-12779,2024-10-26,2024-10-31,Same Day,Home Office,West,Gujarat,Electronics,Smartphones,14,0.1,406174.66,42126.88
ORD-12780,2025-06-04,2025-06-09,Standard Class,Consumer,South,Andhra Pradesh,Office Supplies,Binders,8,0.0,9526.46,2339.19
ORD-12781,2025-05-25,2025-05-27,Standard Class,Consumer,East,Bihar,Office Supplies,Binders,3,0.05,1401.82,311.77
ORD-12782,2024-06-16,2024-06-19,Same Day,Corporate,North,Punjab,Office Supplies,Paper,8,0.15,1263.7,134.27
ORD-12783,2024-08-10,2024-08-16,Standard Class,Corporate,North,Rajasthan,Electronics,Tablets,7,0.1,64362.32,-2041.72
ORD-12784,2024-01-31,2024-02-02,Standard Class,Consumer,South,Kerala,Office Supplies,Binders,5,0.0,3478.78,1170.62
ORD-12785,2025-04-15,2025-04-22,Second Class,Corporate,South,Tamil Nadu,Electronics,Headphones,1,0.0,43175.61,7086.38
ORD-12786,2025-09-12,2025-09-19,Standard Class,Home Office,North,Uttar Pradesh,Office Supplies,Labels,11,0.1,7689.84,1453.23
ORD-12787,2025-04-29,2025-05-05,Standard Class,Consumer,North,Punjab,Office Supplies,Labels,6,0.05,5355.03,626.18
ORD-12788,2025-08-03,2025-08-05,Standard Class,Consumer,North,Uttar Pradesh,Office Supplies,Binders,8,0.15,7851.44,2612.77
ORD-12789,2025-08-23,2025-08-24,First Class,Corporate,West,Maharashtra,Furniture,Chairs,3,0.05,55818.93,1241.33
ORD-12790,2024-06-01,2024-06-08,Standard Class,Consumer,South,Tamil Nadu,Electronics,Smartphones,4,0.0,66555.2,3821.5
ORD-12791,2024-10-25,2024-10-28,Standard Class,Corporate,South,Kerala,Office Supplies,Binders,13,0.1,12655.86,2724.28
ORD-12792,2025-05-03,2025-05-07,Standard Class,Corporate,North,Delhi,Office Supplies,Envelopes,6,0.0,470.53,70.9
ORD-12793,2024-02-05,2024-02-10,Standard Class,Corporate,South,Andhra Pradesh,Office Supplies,Labels,8,0.0,8499.63,2103.56
ORD-12794,2025-03-10,2025-03-15,First Class,Corporate,North,Rajasthan,Office Supplies,Labels,10,0.1,4734.79,996.22
ORD-12795,2025-09-25,2025-09-26,Standard Class,Consumer,West,Maharashtra,Electronics,Tablets,4,0.05,102598.83,2661.32
ORD-12796,2025-09-28,2025-10-04,Standard Class,Consumer,South,Tamil Nadu,Clothing,Women's Wear,3,0.05,3179.7,378.81
ORD-12797,2025-10-06,2025-10-08,Standard Class,Consumer,North,Punjab,Clothing,Accessories,11,0.0,21218.94,4658.62
ORD-12798,2025-09-03,2025-09-10,Standard Class,Corporate,South,Andhra Pradesh,Furniture,Chairs,13,0.05,88072.51,6235.52
ORD-12799,2025-04-07,2025-04-08,Standard Class,Corporate,North,Punjab,Clothing,Women's Wear,1,0.0,2834.35,437.74
ORD-12800,2024-03-08,2024-03-15,First Class,Corporate,West,Maharashtra,Office Supplies,Labels,13,0.05,2491.02,559.82
ORD-12801,2024-10-25,2024-10-26,Standard Class,Consumer,North,Rajasthan,Office Supplies,Pens,11,0.2,9204.54,2709.33
ORD-12802,2025-04-04,2025-04-05,Standard Class,Corporate,South,Telangana,Furniture,Chairs,8,0.0,16483.42,2144.78
ORD-12803,2024-04-10,2024-04-14,Second Class,Consumer,South,Telangana,Office Supplies,Paper,8,0.05,5668.63,1559.41
ORD-12804,2024-04-25,2024-04-30,Standard Class,Consumer,East,Jharkhand,Electronics,Cameras,7,0.1,48457.38,9417.43
ORD-12805,2025-07-14,2025-07-15,Same Day,Corporate,West,Gujarat,Office Supplies,Pens,2,0.0,2308.17,256.4
ORD-12806,2025-03-11,2025-03-12,First Class,Home Office,West,Maharashtra,Office Supplies,Pens,9,0.0,1578.23,495.92
ORD-12807,2024-11-08,2024-11-10,Same Day,Home Office,West,Gujarat,Office Supplies,Pens,3,0.2,1207.22,403.58
ORD-12808,2025-10-10,2025-10-16,Standard Class,Corporate,East,Jharkhand,Electronics,Headphones,4,0.15,114610.77,19999.84
ORD-12809,2024-08-16,2024-08-21,Standard Class,Corporate,West,Maharashtra,Electronics,Smartphones,10,0.1,195118.31,14839.6
ORD-12810,2025-07-13,2025-07-15,First Class,Home Office,South,Karnataka,Furniture,Bookcases,13,0.05,207390.69,15364.67
ORD-12811,2024-09-13,2024-09-18,Second Class,Corporate,North,Rajasthan,Office Supplies,Paper,6,0.15,386.92,101.06
ORD-12812,2025-05-18,2025-05-23,Standard Class,Consumer,West,Gujarat,Clothing,Men's Wear,7,0.1,6920.84,1327.95
ORD-12813,2024-07-21,2024-07-24,Same Day,Consumer,South,Karnataka,Clothing,Women's Wear,9,0.0,30973.53,4878.29
ORD-12814,2025-10-14,2025-10-20,Standard Class,Corporate,South,Kerala,Office Supplies,Pens,1,0.2,165.4,38.67
ORD-12815,2024-04-25,2024-04-29,Standard Class,Corporate,North,Haryana,Electronics,Tablets,2,0.1,76657.17,3533.83
ORD-12816,2025-06-20,2025-06-21,Standard Class,Consumer,West,Goa,Office Supplies,Envelopes,4,0.0,2548.7,272.39
ORD-12817,2025-01-02,2025-01-05,Standard Class,Corporate,North,Delhi,Office Supplies,Binders,7,0.0,5928.35,730.06
ORD-12818,2024-10-15,2024-10-22,Second Class,Corporate,East,Jharkhand,Furniture,Storage,14,0.05,226020.36,43587.06
ORD-12819,2025-09-19,2025-09-21,Second Class,Consumer,North,Rajasthan,Electronics,Tablets,8,0.05,195640.07,44274.51
ORD-12820,2025-12-25,2025-12-29,Second Class,Corporate,South,Telangana,Office Supplies,Binders,6,0.05,3673.37,1085.99
ORD-12821,2024-11-06,2024-11-08,First Class,Corporate,North,Rajasthan,Office Supplies,Binders,14,0.2,2335.17,452.43
ORD-12822,2024-03-07,2024-03-13,Second Class,Corporate,East,Odisha,Electronics,Laptops,5,0.0,133274.93,7502.47
ORD-12823,2025-11-11,2025-11-14,Standard Class,Consumer,South,Telangana,Electronics,Laptops,12,0.0,109578.28,-5171.39
ORD-12824,2025-06-29,2025-07-01,Standard Class,Home Office,West,Gujarat,Office Supplies,Labels,13,0.05,6260.46,1367.25
ORD-12825,2025-07-09,2025-07-16,Standard Class,Consumer,South,Telangana,Office Supplies,Envelopes,13,0.0,10580.91,3419.08
ORD-12826,2025-11-28,2025-11-30,Same Day,Consumer,West,Gujarat,Office Supplies,Pens,3,0.05,2400.96,599.98
ORD-12827,2025-11-28,2025-11-29,Standard Class,Consumer,North,Uttar Pradesh,Office Supplies,Binders,3,0.15,1254.78,401.82
ORD-12828,2025-10-10,2025-10-13,Standard Class,Consumer,North,Punjab,Furniture,Tables,9,0.05,26135.87,810.58
ORD-12829,2025-10-26,2025-10-30,Second Class,Consumer,South,Kerala,Office Supplies,Pens,6,0.0,7074.44,1388.28
ORD-12830,2025-09-08,2025-09-14,Second Class,Corporate,North,Delhi,Office Supplies,Binders,9,0.05,6873.88,2270.55
ORD-12831,2024-02-14,2024-02-16,Standard Class,Consumer,West,Maharashtra,Electronics,Smartphones,3,0.15,85174.27,4526.16
ORD-12832,2024-08-27,2024-09-01,Standard Class,Consumer,North,Uttar Pradesh,Clothing,Accessories,14,0.05,35514.03,2683.21
ORD-12833,2025-10-05,2025-10-07,Second Class,Corporate,North,Rajasthan,Electronics,Headphones,11,0.15,386043.87,88867.23
ORD-12834,2024-01-06,2024-01-10,Second Class,Consumer,West,Gujarat,Office Supplies,Paper,12,0.0,5160.92,1192.51
ORD-12835,2024-04-06,2024-04-09,Standard Class,Corporate,North,Uttar Pradesh,Furniture,Tables,2,0.2,7792.86,242.58
ORD-12836,2024-02-04,2024-02-08,Second Class,Corporate,East,Jharkhand,Electronics,Cameras,13,0.1,525650.42,128653.65
ORD-12837,2025-05-20,2025-05-23,Standard Class,Consumer,South,Karnataka,Electronics,Tablets,9,0.1,215374.74,48210.97
ORD-12838,2025-02-11,2025-02-18,Standard Class,Consumer,North,Delhi,Electronics,Tablets,11,0.0,348704.71,35804.13
ORD-12839,2024-04-26,2024-05-03,Standard Class,Consumer,North,Rajasthan,Furniture,Bookcases,13,0.2,95168.74,11542.13
ORD-12840,2025-04-14,2025-04-21,Standard Class,Consumer,South,Andhra Pradesh,Office Supplies,Paper,14,0.05,10822.83,3483.69
ORD-12841,2024-06-28,2024-07-05,First Class,Corporate,South,Kerala,Clothing,Women's Wear,4,0.2,2078.04,170.61
ORD-12842,2025-02-28,2025-03-04,Standard Class,Home Office,South,Telangana,Office Supplies,Envelopes,13,0.3,9538.87,2802.34
ORD-12843,2025-08-11,2025-08-14,Same Day,Consumer,North,Uttar Pradesh,Office Supplies,Binders,9,0.1,5024.34,886.87
ORD-12844,2024-10-02,2024-10-04,First Class,Corporate,West,Gujarat,Furniture,Chairs,7,0.2,10120.29,1078.68
ORD-12845,2024-07-11,2024-07-18,Standard Class,Home Office,South,Tamil Nadu,Office Supplies,Binders,7,0.0,7905.49,806.81
ORD-12846,2025-02-09,2025-02-15,Standard Class,Consumer,South,Karnataka,Electronics,Smartphones,9,0.0,66396.09,1888.38
ORD-12847,2025-08-08,2025-08-14,Standard Class,Consumer,West,Goa,Furniture,Tables,6,0.05,68858.33,2886.68
ORD-12848,2025-11-08,2025-11-13,Standard Class,Consumer,North,Punjab,Furniture,Storage,3,0.1,35920.7,1752.62
ORD-12849,2024-05-25,2024-05-30,Standard Class,Corporate,East,Jharkhand,Electronics,Headphones,11,0.0,203982.6,10428.35
ORD-12850,2025-08-27,2025-09-02,Standard Class,Consumer,North,Uttar Pradesh,Office Supplies,Envelopes,12,0.05,10398.18,1794.01
ORD-12851,2025-06-26,2025-06-28,Standard Class,Corporate,South,Tamil Nadu,Office Supplies,Paper,13,0.0,14611.8,4687.9
ORD-12852,2025-08-08,2025-08-10,Second Class,Consumer,North,Punjab,Clothing,Men's Wear,8,0.1,8538.71,1116.58
ORD-12853,2025-06-25,2025-07-01,First Class,Corporate,South,Tamil Nadu,Clothing,Accessories,6,0.1,15677.66,1913.97
ORD-12854,2025-07-21,2025-07-26,Standard Class,Corporate,West,Goa,Furniture,Bookcases,1,0.15,11976.18,1102.69
ORD-12855,2025-08-25,2025-08-29,First Class,Consumer,West,Gujarat,Office Supplies,Pens,8,0.15,1165.63,131.0
ORD-12856,2024-02-06,2024-02-11,Standard Class,Consumer,West,Maharashtra,Furniture,Storage,5,0.0,97113.52,17054.56
ORD-12857,2024-07-29,2024-08-03,Standard Class,Consumer,East,West Bengal,Office Supplies,Labels,12,0.15,8076.65,1821.79
ORD-12858,2025-10-30,2025-10-31,Second Class,Consumer,South,Tamil Nadu,Electronics,Cameras,6,0.1,185403.89,24990.15
ORD-12859,2024-12-31,2025-01-02,First Class,Consumer,North,Delhi,Furniture,Storage,7,0.1,19080.62,2514.04
ORD-12860,2024-07-11,2024-07-16,First Class,Corporate,West,Maharashtra,Electronics,Smartphones,6,0.1,26099.03,4698.22
ORD-12861,2024-09-07,2024-09-14,Standard Class,Corporate,South,Tamil Nadu,Electronics,Laptops,1,0.2,6937.79,1020.96
ORD-12862,2024-11-09,2024-11-15,Same Day,Consumer,West,Maharashtra,Office Supplies,Pens,8,0.05,4707.19,738.23
ORD-12863,2025-08-19,2025-08-24,Standard Class,Corporate,South,Kerala,Office Supplies,Paper,2,0.0,1771.49,492.78
ORD-12864,2025-01-23,2025-01-28,Standard Class,Consumer,North,Rajasthan,Electronics,Cameras,13,0.1,261867.32,4343.47
ORD-12865,2024-05-10,2024-05-17,Standard Class,Consumer,North,Haryana,Office Supplies,Paper,11,0.1,11148.27,3325.81
ORD-12866,2025-03-31,2025-04-07,Same Day,Home Office,South,Tamil Nadu,Office Supplies,Labels,3,0.0,1904.38,466.53
ORD-12867,2024-12-27,2025-01-01,First Class,Home Office,South,Karnataka,Electronics,Cameras,2,0.0,59005.51,-1357.31
ORD-12868,2025-10-13,2025-10-19,Standard Class,Consumer,West,Goa,Electronics,Tablets,4,0.05,24905.57,3665.41
ORD-12869,2025-02-20,2025-02-25,Standard Class,Corporate,North,Rajasthan,Furniture,Storage,12,0.0,221821.85,34909.75
ORD-12870,2024-10-19,2024-10-23,Standard Class,Consumer,North,Uttar Pradesh,Furniture,Storage,2,0.0,8530.89,356.54
ORD-12871,2025-06-25,2025-07-01,Standard Class,Consumer,North,Uttar Pradesh,Office Supplies,Labels,3,0.0,183.38,57.13
ORD-12872,2025-01-28,2025-01-30,Standard Class,Consumer,East,Bihar,Electronics,Cameras,5,0.05,70241.88,6827.26
ORD-12873,2024-08-03,2024-08-06,Second Class,Corporate,South,Telangana,Electronics,Cameras,8,0.0,268081.77,-2285.65
ORD-12874,2024-01-01,2024-01-07,Standard Class,Consumer,North,Delhi,Furniture,Storage,4,0.2,22137.86,1284.68
ORD-12875,2024-09-02,2024-09-03,Standard Class,Corporate,South,Kerala,Office Supplies,Paper,8,0.0,7203.73,1977.7
ORD-12876,2025-03-24,2025-03-27,Same Day,Home Office,East,Bihar,Office Supplies,Binders,7,0.3,5404.78,696.54
ORD-12877,2025-10-08,2025-10-09,Second Class,Home Office,West,Maharashtra,Office Supplies,Pens,3,0.3,415.27,77.27
ORD-12878,2024-09-23,2024-09-27,Standard Class,Consumer,West,Goa,Electronics,Tablets,6,0.0,261638.53,5084.55
ORD-12879,2024-05-01,2024-05-04,Standard Class,Corporate,South,Telangana,Office Supplies,Labels,3,0.0,2243.81,400.67
ORD-12880,2025-12-02,2025-12-05,Second Class,Corporate,South,Andhra Pradesh,Office Supplies,Labels,5,0.2,3039.21,970.72
ORD-12881,2024-08-28,2024-08-29,Standard Class,Consumer,South,Tamil Nadu,Furniture,Chairs,5,0.1,17418.51,1572.34
ORD-12882,2025-01-01,2025-01-03,Standard Class,Consumer,East,West Bengal,Office Supplies,Binders,4,0.0,2396.36,566.9
ORD-12883,2025-07-26,2025-08-01,Standard Class,Corporate,North,Uttar Pradesh,Office Supplies,Paper,2,0.1,1793.89,373.35
ORD-12884,2025-12-26,2025-12-28,First Class,Corporate,South,Andhra Pradesh,Office Supplies,Labels,6,0.15,2312.16,598.88
ORD-12885,2025-01-25,2025-01-26,Standard Class,Corporate,West,Goa,Electronics,Headphones,1,0.1,3723.92,511.86
ORD-12886,2025-11-21,2025-11-27,Standard Class,Consumer,South,Tamil Nadu,Furniture,Chairs,11,0.3,112114.04,8361.14
ORD-12887,2024-08-23,2024-08-26,Second Class,Corporate,East,Bihar,Clothing,Men's Wear,8,0.05,4901.7,1213.81
ORD-12888,2025-11-19,2025-11-20,First Class,Home Office,East,Odisha,Office Supplies,Labels,4,0.2,1697.31,221.32
ORD-12889,2025-09-01,2025-09-03,Standard Class,Corporate,South,Karnataka,Office Supplies,Labels,3,0.15,1054.15,320.64
ORD-12890,2025-03-14,2025-03-20,Second Class,Corporate,South,Tamil Nadu,Office Supplies,Labels,1,0.0,1025.57,303.46
ORD-12891,2025-09-15,2025-09-21,First Class,Corporate,South,Tamil Nadu,Office Supplies,Pens,2,0.15,340.35,112.77
ORD-12892,2025-10-15,2025-10-17,Standard Class,Corporate,West,Goa,Office Supplies,Paper,3,0.0,1294.17,278.55
ORD-12893,2024-03-02,2024-03-04,Same Day,Corporate,North,Haryana,Office Supplies,Paper,1,0.1,68.91,18.75
ORD-12894,2025-07-06,2025-07-11,Standard Class,Corporate,South,Telangana,Office Supplies,Pens,11,0.0,4614.3,1313.49
ORD-12895,2025-05-20,2025-05-25,Same Day,Consumer,North,Rajasthan,Office Supplies,Labels,3,0.05,771.75,85.02
ORD-12896,2025-11-09,2025-11-14,Standard Class,Consumer,North,Uttar Pradesh,Electronics,Headphones,7,0.15,28380.08,1007.05
ORD-12897,2025-01-27,2025-01-31,Standard Class,Consumer,South,Tamil Nadu,Office Supplies,Envelopes,7,0.1,2967.27,967.34
ORD-12898,2024-08-01,2024-08-06,Second Class,Consumer,East,Bihar,Office Supplies,Pens,12,0.1,4887.22,1165.08
ORD-12899,2024-06-30,2024-07-03,First Class,Corporate,West,Maharashtra,Office Supplies,Labels,2,0.05,1205.33,416.55
ORD-12900,2025-01-06,2025-01-09,Standard Class,Consumer,North,Punjab,Clothing,Footwear,4,0.0,1702.26,500.68
ORD-12901,2024-09-08,2024-09-09,Standard Class,Consumer,West,Maharashtra,Electronics,Laptops,14,0.05,147041.38,621.63
ORD-12902,2024-09-26,2024-10-03,Second Class,Consumer,West,Maharashtra,Electronics,Laptops,2,0.0,50979.63,-199.09
ORD-12903,2024-12-30,2025-01-04,Standard Class,Corporate,South,Andhra Pradesh,Office Supplies,Envelopes,7,0.0,1477.1,319.74
ORD-12904,2024-05-28,2024-06-01,Standard Class,Corporate,North,Haryana,Electronics,Tablets,4,0.15,92699.84,3813.61
ORD-12905,2025-10-25,2025-10-26,Second Class,Consumer,East,Bihar,Furniture,Tables,9,0.0,80405.6,10884.53
ORD-12906,2025-02-19,2025-02-20,Standard Class,Corporate,West,Goa,Office Supplies,Envelopes,11,0.05,5884.78,1981.63
ORD-12907,2024-11-01,2024-11-08,Second Class,Corporate,East,Bihar,Office Supplies,Pens,8,0.0,531.39,151.58
ORD-12908,2024-09-11,2024-09-14,Standard Class,Consumer,North,Delhi,Electronics,Cameras,4,0.1,26509.34,4846.32
ORD-12909,2025-04-26,2025-04-27,First Class,Corporate,South,Andhra Pradesh,Electronics,Smartphones,11,0.05,226994.03,-4046.51
ORD-12910,2025-03-15,2025-03-21,Standard Class,Consumer,North,Uttar Pradesh,Clothing,Women's Wear,10,0.1,5398.35,1602.08
ORD-12911,2025-05-19,2025-05-24,Standard Class,Home Office,East,Bihar,Office Supplies,Labels,2,0.05,744.82,132.56
ORD-12912,2024-05-28,2024-06-01,Standard Class,Corporate,West,Goa,Office Supplies,Binders,6,0.05,2271.13,787.3
ORD-12913,2024-01-20,2024-01-27,Standard Class,Home Office,North,Delhi,Electronics,Headphones,2,0.05,70941.47,10959.83
ORD-12914,2024-12-21,2024-12-22,First Class,Corporate,East,Jharkhand,Electronics,Headphones,3,0.2,9823.83,1349.55
ORD-12915,2024-12-14,2024-12-17,Standard Class,Corporate,East,Jharkhand,Furniture,Chairs,1,0.0,19764.81,591.47
ORD-12916,2025-08-09,2025-08-16,Standard Class,Consumer,West,Maharashtra,Furniture,Bookcases,6,0.2,68141.56,3062.53
ORD-12917,2025-05-03,2025-05-07,Second Class,Corporate,South,Andhra Pradesh,Clothing,Men's Wear,5,0.0,10292.96,1613.14
ORD-12918,2025-01-12,2025-01-16,Second Class,Corporate,South,Tamil Nadu,Electronics,Laptops,14,0.0,66623.29,1452.8
ORD-12919,2025-11-19,2025-11-20,Second Class,Corporate,North,Punjab,Electronics,Headphones,2,0.0,63941.98,1227.22
ORD-12920,2025-01-15,2025-01-21,Standard Class,Corporate,North,Uttar Pradesh,Office Supplies,Labels,8,0.05,7572.31,2230.93
ORD-12921,2024-07-21,2024-07-26,Standard Class,Home Office,North,Delhi,Office Supplies,Envelopes,6,0.0,2764.0,837.69
ORD-12922,2024-05-27,2024-06-01,Same Day,Home Office,South,Andhra Pradesh,Furniture,Storage,13,0.1,28653.9,4008.19
ORD-12923,2025-04-23,2025-04-24,Standard Class,Corporate,South,Kerala,Electronics,Tablets,3,0.1,26583.55,619.42
ORD-12924,2024-07-11,2024-07-16,Same Day,Consumer,North,Punjab,Clothing,Footwear,3,0.05,2259.31,410.23
ORD-12925,2024-02-02,2024-02-06,First Class,Consumer,South,Tamil Nadu,Electronics,Headphones,1,0.0,6161.07,1479.11
ORD-12926,2024-12-28,2025-01-03,Standard Class,Corporate,West,Goa,Furniture,Tables,12,0.15,107373.51,2438.78
ORD-12927,2024-05-16,2024-05-18,First Class,Consumer,North,Haryana,Furniture,Chairs,6,0.2,51109.05,8375.78
ORD-12928,2024-12-09,2024-12-14,Standard Class,Corporate,South,Karnataka,Furniture,Tables,7,0.1,22154.04,2030.8
ORD-12929,2024-08-04,2024-08-11,Standard Class,Consumer,North,Delhi,Electronics,Smartphones,7,0.1,194514.22,1380.22
ORD-12930,2025-02-06,2025-02-12,First Class,Corporate,North,Delhi,Clothing,Footwear,11,0.05,9990.6,880.4
ORD-12931,2025-09-01,2025-09-05,Second Class,Corporate,South,Karnataka,Electronics,Tablets,10,0.0,364458.07,39252.52
ORD-12932,2025-03-06,2025-03-09,Standard Class,Consumer,North,Delhi,Clothing,Women's Wear,13,0.1,26846.86,7719.28
ORD-12933,2025-08-26,2025-08-31,Second Class,Corporate,South,Telangana,Office Supplies,Envelopes,5,0.0,3630.16,1000.0
ORD-12934,2025-07-11,2025-07-17,Standard Class,Consumer,North,Delhi,Office Supplies,Pens,5,0.0,718.18,112.78
ORD-12935,2024-06-26,2024-07-01,Second Class,Corporate,South,Tamil Nadu,Office Supplies,Binders,4,0.2,1800.26,492.25
ORD-12936,2024-06-29,2024-07-04,Standard Class,Consumer,North,Delhi,Clothing,Men's Wear,3,0.0,7765.62,1550.38
